Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,MeanRoomsSquare,AreaRatio,MonthSale,AgeBuilding,WeekdaySale,StreetType,Weekend
other,2,unit,620000.0,S,Jellis,2016-05-28,1.9,3003,2,1,1,0.0,83.0,Melbourne,-37.8091,144.952,Northern Metropolitan,2230,16.6,1.0,5,14,5,St,1
other,4,house,2100000.0,S,Brad,2016-05-28,1.9,3003,4,1,0,440.0,126.0,Melbourne,-37.8056,144.9463,Northern Metropolitan,2230,14.0,-0.5547703180212014,5,46,5,St,1
other,3,unit,601000.0,S,other,2016-07-30,1.9,3003,2,1,1,0.0,81.0,Melbourne,-37.8118,144.9526,Northern Metropolitan,2230,13.5,1.0,7,20,5,St,1
Williamstown,4,house,1325000.0,S,hockingstuart,2016-03-09,8.0,3016,3,2,1,452.0,126.0,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380,14.0,-0.5640138408304498,3,46,2,St,0
Williamstown,4,house,1400000.0,S,other,2016-03-09,8.0,3016,4,2,1,320.0,160.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380,16.0,-0.3333333333333333,3,66,2,St,0
Williamstown,3,house,1535000.0,S,Greg,2016-03-09,8.0,3016,3,1,1,507.0,186.0,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380,26.571428571428573,-0.46320346320346323,3,106,2,St,0
Williamstown,3,unit,890000.0,S,other,2016-03-12,8.0,3016,3,1,3,0.0,111.0,Hobsons Bay,-37.8663,144.8883,Western Metropolitan,6380,15.857142857142858,1.0,3,36,5,St,1
Williamstown,4,house,1400000.0,PI,hockingstuart,2017-04-03,8.0,3016,4,2,4,457.0,126.0,Hobsons Bay,-37.8517,144.8923,Western Metropolitan,6380,12.6,-0.5677530017152659,4,47,0,St,0
Williamstown,3,house,1800000.0,VB,Raine,2017-04-03,8.0,3016,3,2,2,332.0,252.0,Hobsons Bay,-37.8652,144.9019,Western Metropolitan,6380,31.5,-0.136986301369863,4,11,0,St,0
Williamstown,2,house,1050000.0,S,Sweeney,2017-04-03,8.0,3016,2,1,4,445.0,148.0,Hobsons Bay,-37.8615,144.8827,Western Metropolitan,6380,29.6,-0.5008431703204047,4,47,0,St,0
Williamstown,2,house,850000.0,SP,Greg,2017-04-03,8.0,3016,2,1,1,278.0,126.0,Hobsons Bay,-37.857,144.8906,Western Metropolitan,6380,25.2,-0.37623762376237624,4,47,0,Rd,0
Williamstown,4,house,2910000.0,SP,Greg,2017-04-03,8.0,3016,4,3,0,338.0,196.0,Hobsons Bay,-37.8633,144.8963,Western Metropolitan,6380,17.818181818181817,-0.26591760299625467,4,127,0,St,0
Williamstown,3,house,2910000.0,SP,Greg,2017-04-03,8.0,3016,3,3,2,515.0,286.0,Hobsons Bay,-37.8609,144.8947,Western Metropolitan,6380,31.77777777777778,-0.2858926342072409,4,27,0,St,0
Williamstown,4,house,2640000.0,S,Williams,2017-04-03,8.0,3016,4,2,2,650.0,126.0,Hobsons Bay,-37.8671,144.8875,Western Metropolitan,6380,12.6,-0.6752577319587629,4,47,0,St,0
Williamstown,3,house,1200000.0,S,RT,2016-04-06,8.0,3016,3,2,2,315.0,174.0,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380,21.75,-0.2883435582822086,4,26,2,St,0
Williamstown,4,house,3130000.0,S,RT,2016-04-06,8.0,3016,4,2,2,897.0,126.0,Hobsons Bay,-37.8679,144.899,Western Metropolitan,6380,12.6,-0.7536656891495601,4,96,2,St,0
Williamstown,3,house,1460000.0,S,Greg,2016-07-05,8.0,3016,3,1,2,373.0,107.0,Hobsons Bay,-37.8661,144.8973,Western Metropolitan,6380,15.285714285714286,-0.5541666666666667,7,46,1,St,0
Williamstown,1,unit,310000.0,SP,Sweeney,2016-07-05,8.0,3016,1,1,1,0.0,58.0,Hobsons Bay,-37.8588,144.8919,Western Metropolitan,6380,19.333333333333332,1.0,7,48,1,St,0
Williamstown,3,house,1200000.0,S,Williams,2016-07-11,8.0,3016,3,2,2,348.0,200.0,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380,25.0,-0.27007299270072993,7,19,0,Dr,0
Williamstown,3,house,1560000.0,SP,Greg,2016-07-11,8.0,3016,3,2,2,310.0,179.0,Hobsons Bay,-37.8644,144.9039,Western Metropolitan,6380,22.375,-0.26789366053169733,7,11,0,other,0
Williamstown,3,house,1575000.0,S,Greg,2016-07-11,8.0,3016,3,2,3,430.0,215.0,Hobsons Bay,-37.8613,144.8939,Western Metropolitan,6380,26.875,-0.3333333333333333,7,20,0,St,0
Williamstown,2,townhouse,830000.0,SP,Greg,2016-07-11,8.0,3016,2,1,1,84.0,110.0,Hobsons Bay,-37.8581,144.9015,Western Metropolitan,6380,22.0,0.13402061855670103,7,36,0,other,0
Williamstown,2,townhouse,830000.0,SP,Greg,2016-07-11,8.0,3016,2,1,0,56.0,126.0,Hobsons Bay,-37.8581,144.9011,Western Metropolitan,6380,25.2,0.38461538461538464,7,46,0,other,0
Williamstown,4,house,1085000.0,S,Greg,2016-08-10,8.0,3016,3,1,2,458.0,126.0,Hobsons Bay,-37.8571,144.8915,Western Metropolitan,6380,15.75,-0.5684931506849316,8,46,2,Rd,0
Williamstown,4,house,1815000.0,PI,Sweeney,2016-08-10,8.0,3016,4,3,2,321.0,287.0,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,26.09090909090909,-0.05592105263157895,8,46,2,St,0
Williamstown,3,house,1470000.0,S,Jas,2016-08-10,8.0,3016,3,2,1,364.0,93.0,Hobsons Bay,-37.8513,144.8961,Western Metropolitan,6380,11.625,-0.5929978118161926,8,46,2,St,0
Williamstown,4,house,2230000.0,S,Greg,2016-10-09,8.0,3016,3,2,2,782.0,212.0,Hobsons Bay,-37.8647,144.8867,Western Metropolitan,6380,23.555555555555557,-0.5734406438631791,10,116,6,St,1
Williamstown,3,townhouse,1460000.0,S,Greg,2016-10-12,8.0,3016,3,2,2,506.0,180.0,Hobsons Bay,-37.8658,144.8857,Western Metropolitan,6380,22.5,-0.4752186588921283,10,6,2,St,0
Williamstown,5,house,1410000.0,SP,Sweeney,2016-10-12,8.0,3016,5,2,2,195.0,260.0,Hobsons Bay,-37.8643,144.8935,Western Metropolitan,6380,21.666666666666668,0.14285714285714285,10,46,2,other,0
Williamstown,2,house,940000.0,S,RT,2016-10-12,8.0,3016,2,1,0,166.0,126.0,Hobsons Bay,-37.8695,144.9009,Western Metropolitan,6380,25.2,-0.136986301369863,10,30,2,St,0
Williamstown,4,house,1900000.0,SP,Village,2017-11-03,8.0,3016,4,3,2,321.0,287.0,Hobsons Bay,-37.8623,144.8884,Western Metropolitan,6380,26.09090909090909,-0.05592105263157895,11,47,4,St,0
Williamstown,4,house,1330000.0,S,Williams,2016-12-11,8.0,3016,4,3,2,217.0,266.0,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380,24.181818181818183,0.10144927536231885,12,13,6,Dr,1
Williamstown,3,house,1010000.0,PI,Sweeney,2016-12-11,8.0,3016,3,2,2,250.0,185.0,Hobsons Bay,-37.8667,144.903,Western Metropolitan,6380,23.125,-0.14942528735632185,12,46,6,Pl,1
Williamstown,3,house,1010000.0,S,Raine,2016-08-13,8.0,3016,3,2,2,418.0,204.0,Hobsons Bay,-37.8571,144.8767,Western Metropolitan,6380,25.5,-0.3440514469453376,8,21,5,St,1
Williamstown,2,unit,450000.0,S,Williams,2016-05-14,8.0,3016,2,1,2,0.0,126.0,Hobsons Bay,-37.8536,144.899,Western Metropolitan,6380,25.2,1.0,5,46,5,Rd,1
Williamstown,2,unit,513500.0,S,RT,2016-05-14,8.0,3016,2,1,1,0.0,72.0,Hobsons Bay,-37.8536,144.8981,Western Metropolitan,6380,14.4,1.0,5,36,5,Rd,1
Williamstown,2,house,1000000.0,S,Jas,2016-10-15,8.0,3016,2,1,0,240.0,126.0,Hobsons Bay,-37.8544,144.8922,Western Metropolitan,6380,25.2,-0.3114754098360656,10,46,5,St,1
Williamstown,2,unit,415000.0,S,Greg,2016-10-15,8.0,3016,2,1,1,0.0,126.0,Hobsons Bay,-37.857,144.891,Western Metropolitan,6380,25.2,1.0,10,46,5,Rd,1
Williamstown,3,house,906000.0,SP,other,2016-04-16,8.0,3016,3,2,2,270.0,126.0,Hobsons Bay,-37.8608,144.8803,Western Metropolitan,6380,15.75,-0.36363636363636365,4,46,5,Dr,1
Williamstown,4,house,1805000.0,S,Greg,2016-04-16,8.0,3016,3,2,2,466.0,160.0,Hobsons Bay,-37.8621,144.8872,Western Metropolitan,6380,17.77777777777778,-0.48881789137380194,4,86,5,St,1
Williamstown,4,house,1126000.0,SP,other,2016-04-16,8.0,3016,4,1,1,307.0,150.0,Hobsons Bay,-37.8525,144.8945,Western Metropolitan,6380,16.666666666666668,-0.3435448577680525,4,116,5,St,1
Williamstown,3,townhouse,935000.0,SP,Sweeney,2016-04-16,8.0,3016,3,2,1,233.0,194.0,Hobsons Bay,-37.8573,144.8911,Western Metropolitan,6380,24.25,-0.09133489461358314,4,14,5,Rd,1
Williamstown,2,house,895000.0,SA,other,2016-09-17,8.0,3016,2,2,1,193.0,126.0,Hobsons Bay,-37.858000000000004,144.9005,Western Metropolitan,6380,21.0,-0.21003134796238246,9,46,5,St,1
Williamstown,2,unit,375000.0,SP,Williams,2016-09-17,8.0,3016,2,1,1,0.0,49.0,Hobsons Bay,-37.8504,144.8924,Western Metropolitan,6380,9.8,1.0,9,46,5,St,1
Williamstown,3,house,1000000.0,S,Greg,2017-03-18,8.0,3016,3,1,2,189.0,126.0,Hobsons Bay,-37.8643,144.9043,Western Metropolitan,6380,18.0,-0.2,3,47,5,St,1
Williamstown,2,house,769000.0,S,RT,2016-06-18,8.0,3016,2,1,1,265.0,126.0,Hobsons Bay,-37.853,144.8928,Western Metropolitan,6380,25.2,-0.3554987212276215,6,46,5,St,1
Williamstown,3,house,1270000.0,S,Williams,2016-11-19,8.0,3016,3,1,2,470.0,126.0,Hobsons Bay,-37.8587,144.8871,Western Metropolitan,6380,18.0,-0.5771812080536913,11,46,5,St,1
Williamstown,4,house,1172000.0,S,Village,2016-11-19,8.0,3016,4,2,2,344.0,126.0,Hobsons Bay,-37.8617,144.8799,Western Metropolitan,6380,12.6,-0.46382978723404256,11,46,5,Dr,1
Williamstown,3,house,1360000.0,S,Sweeney,2016-05-22,8.0,3016,3,1,1,477.0,126.0,Hobsons Bay,-37.8516,144.8949,Western Metropolitan,6380,18.0,-0.582089552238806,5,86,6,Pde,1
Williamstown,4,house,2050000.0,S,Sweeney,2016-05-22,8.0,3016,4,2,2,648.0,285.0,Hobsons Bay,-37.8601,144.8879,Western Metropolitan,6380,28.5,-0.3890675241157556,5,5,6,St,1
Williamstown,3,house,975000.0,PI,Sweeney,2016-05-22,8.0,3016,3,2,2,289.0,158.0,Hobsons Bay,-37.8593,144.8881,Western Metropolitan,6380,19.75,-0.2930648769574944,5,46,6,St,1
Williamstown,3,house,1310000.0,S,Sweeney,2016-09-24,8.0,3016,3,2,1,185.0,139.0,Hobsons Bay,-37.8664,144.9072,Western Metropolitan,6380,17.375,-0.1419753086419753,9,116,5,St,1
Williamstown,4,townhouse,830000.0,SP,other,2016-09-24,8.0,3016,4,1,2,0.0,126.0,Hobsons Bay,-37.8519,144.8968,Western Metropolitan,6380,14.0,1.0,9,46,5,Rd,1
Williamstown,2,unit,491500.0,S,RT,2016-09-24,8.0,3016,2,1,1,0.0,61.0,Hobsons Bay,-37.8563,144.8995,Western Metropolitan,6380,12.2,1.0,9,46,5,Rd,1
Williamstown,2,unit,547500.0,SP,Greg,2016-09-24,8.0,3016,2,1,1,0.0,60.0,Hobsons Bay,-37.8612,144.8971,Western Metropolitan,6380,12.0,1.0,9,36,5,St,1
Williamstown,3,townhouse,965000.0,S,Sweeney,2017-02-25,8.0,3016,3,2,1,151.0,148.0,Hobsons Bay,-37.8666,144.9058,Western Metropolitan,6380,18.5,-0.010033444816053512,2,47,5,other,1
Williamstown,3,house,1262000.0,S,Williams,2017-02-25,8.0,3016,3,2,2,204.0,126.0,Hobsons Bay,-37.8551,144.8959,Western Metropolitan,6380,15.75,-0.23636363636363636,2,47,5,St,1
Williamstown,3,house,1210000.0,S,Williams,2017-02-25,8.0,3016,3,1,0,249.0,85.0,Hobsons Bay,-37.86,144.895,Western Metropolitan,6380,12.142857142857142,-0.49101796407185627,2,107,5,Rd,1
Williamstown,2,unit,412000.0,SP,Williams,2017-02-25,8.0,3016,2,1,1,0.0,65.0,Hobsons Bay,-37.8586,144.8937,Western Metropolitan,6380,13.0,1.0,2,37,5,Rd,1
Williamstown,2,house,1337500.0,SP,Raine,2017-02-25,8.0,3016,2,1,0,297.0,126.0,Hobsons Bay,-37.8645,144.8977,Western Metropolitan,6380,25.2,-0.40425531914893614,2,47,5,St,1
Williamstown,2,house,811000.0,S,RT,2017-02-25,8.0,3016,2,1,2,183.0,126.0,Hobsons Bay,-37.8555,144.8952,Western Metropolitan,6380,25.2,-0.18446601941747573,2,47,5,St,1
Williamstown,4,house,1630000.0,S,Greg,2017-02-25,8.0,3016,4,2,2,265.0,197.0,Hobsons Bay,-37.8656,144.9039,Western Metropolitan,6380,19.7,-0.1471861471861472,2,7,5,St,1
Williamstown,2,house,920000.0,S,Jas,2016-07-26,8.0,3016,2,1,1,307.0,126.0,Hobsons Bay,-37.855,144.8985,Western Metropolitan,6380,25.2,-0.418013856812933,7,46,1,St,0
Williamstown,3,house,960000.0,SP,other,2016-06-27,8.0,3016,3,2,1,189.0,126.0,Hobsons Bay,-37.8605,144.8998,Western Metropolitan,6380,15.75,-0.2,6,39,0,St,0
Williamstown,3,house,1482500.0,S,Sweeney,2016-06-27,8.0,3016,3,2,1,506.0,139.0,Hobsons Bay,-37.8592,144.888,Western Metropolitan,6380,17.375,-0.5689922480620155,6,106,0,St,0
Williamstown,4,house,1300000.0,PI,Sweeney,2016-06-27,8.0,3016,4,2,2,369.0,250.0,Hobsons Bay,-37.8576,144.8992,Western Metropolitan,6380,25.0,-0.19224555735056542,6,36,0,St,0
Williamstown,4,house,2255000.0,S,Raine,2016-11-27,8.0,3016,4,1,3,765.0,257.0,Hobsons Bay,-37.8621,144.8999,Western Metropolitan,6380,28.555555555555557,-0.49706457925636005,11,136,6,St,1
Williamstown,4,house,1860000.0,S,Sweeney,2016-11-27,8.0,3016,4,2,0,199.0,242.0,Hobsons Bay,-37.8615,144.9023,Western Metropolitan,6380,24.2,0.09750566893424037,11,46,6,Pl,1
Williamstown,3,house,1710000.0,SP,RT,2016-11-27,8.0,3016,3,2,1,260.0,170.0,Hobsons Bay,-37.8671,144.9001,Western Metropolitan,6380,21.25,-0.20930232558139536,11,0,6,St,1
Williamstown,4,house,2440000.0,S,Sweeney,2016-11-27,8.0,3016,4,3,3,500.0,278.0,Hobsons Bay,-37.8638,144.8798,Western Metropolitan,6380,25.272727272727273,-0.2853470437017995,11,11,6,Pl,1
Williamstown,1,unit,331000.0,S,Williams,2016-05-28,8.0,3016,1,1,1,0.0,126.0,Hobsons Bay,-37.8586,144.8933,Western Metropolitan,6380,42.0,1.0,5,46,5,St,1
other,2,townhouse,500000.0,VB,Village,2016-03-09,8.9,3016,2,1,1,53.0,126.0,Hobsons Bay,-37.8563,144.8782,Western Metropolitan,802,25.2,0.40782122905027934,3,46,2,St,0
other,2,unit,400000.0,SP,other,2016-08-10,8.9,3016,2,1,1,0.0,126.0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802,25.2,1.0,8,46,2,Rd,0
other,5,house,1410000.0,SP,Sweeney,2016-08-10,8.9,3016,5,2,5,680.0,126.0,Hobsons Bay,-37.8561,144.8859,Western Metropolitan,802,10.5,-0.6873449131513648,8,46,2,Rd,0
other,1,unit,285000.0,S,Williams,2016-10-09,8.9,3016,1,1,1,0.0,126.0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802,42.0,1.0,10,46,6,Rd,1
other,2,unit,460000.0,SP,Williams,2017-11-03,8.9,3016,2,1,1,0.0,126.0,Hobsons Bay,-37.8573,144.8854,Western Metropolitan,802,25.2,1.0,11,38,4,Rd,0
other,4,house,881000.0,SP,Sweeney,2016-08-13,8.9,3016,4,1,3,468.0,139.0,Hobsons Bay,-37.8559,144.8785,Western Metropolitan,802,15.444444444444445,-0.5420098846787479,8,46,5,St,1
other,2,unit,380000.0,PI,Greg,2016-06-18,8.9,3016,2,1,1,0.0,64.0,Hobsons Bay,-37.8564,144.8864,Western Metropolitan,802,12.8,1.0,6,56,5,Rd,1
other,4,house,1440000.0,SP,Williams,2016-11-19,8.9,3016,4,3,4,672.0,297.0,Hobsons Bay,-37.8536,144.8734,Western Metropolitan,802,27.0,-0.38699690402476783,11,46,5,St,1
other,2,unit,367500.0,S,Sweeney,2016-09-24,8.9,3016,2,1,1,0.0,61.0,Hobsons Bay,-37.8571,144.8841,Western Metropolitan,802,12.2,1.0,9,46,5,Rd,1
other,3,house,1225000.0,SP,Raine,2016-11-27,8.9,3016,3,1,1,311.0,126.0,Hobsons Bay,-37.8546,144.8762,Western Metropolitan,802,18.0,-0.4233409610983982,11,96,6,St,1
Windsor,2,unit,580000.0,VB,Jellis,2016-03-09,5.1,3181,2,2,1,0.0,78.0,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380,13.0,1.0,3,4,2,St,0
Windsor,3,house,1850000.0,VB,Marshall,2016-03-12,5.1,3181,3,1,2,361.0,126.0,Stonnington,-37.8546,144.9865,Southern Metropolitan,4380,18.0,-0.48254620123203285,3,46,5,St,1
Windsor,3,unit,825000.0,S,Marshall,2016-03-12,5.1,3181,3,1,1,0.0,126.0,Stonnington,-37.8565,144.998,Southern Metropolitan,4380,18.0,1.0,3,46,5,other,1
Windsor,3,house,2302000.0,S,Marshall,2017-04-03,5.1,3181,3,1,4,440.0,144.0,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380,20.571428571428573,-0.5068493150684932,4,122,0,St,0
Windsor,2,house,1045000.0,S,Marshall,2017-04-03,5.1,3181,2,1,2,118.0,126.0,Stonnington,-37.855,144.9961,Southern Metropolitan,4380,25.2,0.03278688524590164,4,24,0,St,0
Windsor,4,house,2050000.0,PI,Marshall,2017-04-03,5.1,3181,4,2,1,321.0,126.0,Stonnington,-37.8559,144.9948,Southern Metropolitan,4380,12.6,-0.436241610738255,4,47,0,St,0
Windsor,2,unit,611000.0,S,Hodges,2017-04-03,5.1,3181,2,1,1,598.0,75.0,Stonnington,-37.8564,144.9971,Southern Metropolitan,4380,15.0,-0.7771173848439822,4,77,0,St,0
Windsor,2,unit,600000.0,S,hockingstuart,2016-06-08,5.1,3181,2,1,1,1043.0,126.0,Stonnington,-37.8581,144.9972,Southern Metropolitan,4380,25.2,-0.7844311377245509,6,46,2,Rd,0
Windsor,2,unit,800000.0,S,Fletchers,2016-07-05,5.1,3181,2,1,1,0.0,92.0,Port Phillip,-37.8577,145.0002,Southern Metropolitan,4380,18.4,1.0,7,86,1,Rd,0
Windsor,1,unit,275000.0,VB,Gary,2016-07-05,5.1,3181,1,1,1,0.0,44.0,Port Phillip,-37.8564,145.0016,Southern Metropolitan,4380,14.666666666666666,1.0,7,46,1,Rd,0
Windsor,2,house,1325000.0,S,Marshall,2016-07-11,5.1,3181,2,1,0,153.0,126.0,Stonnington,-37.8535,144.9952,Southern Metropolitan,4380,25.2,-0.0967741935483871,7,46,0,St,0
Windsor,3,house,1540000.0,S,Biggin,2016-07-11,5.1,3181,3,2,1,138.0,147.0,Stonnington,-37.8556,144.995,Southern Metropolitan,4380,18.375,0.031578947368421054,7,16,0,Pl,0
Windsor,3,house,1370000.0,S,other,2016-10-09,5.1,3181,3,1,2,317.0,112.0,Port Phillip,-37.856,144.9891,Southern Metropolitan,4380,16.0,-0.47785547785547783,10,116,6,St,1
Windsor,1,unit,372000.0,S,Fletchers,2016-10-12,5.1,3181,1,1,1,0.0,126.0,Stonnington,-37.8574,145.0,Southern Metropolitan,4380,42.0,1.0,10,46,2,Rd,0
Windsor,1,unit,412500.0,S,other,2016-10-12,5.1,3181,1,1,1,0.0,126.0,Stonnington,-37.8533,144.9986,Southern Metropolitan,4380,42.0,1.0,10,46,2,other,0
Windsor,1,unit,452000.0,S,Marshall,2017-11-02,5.1,3181,1,1,1,0.0,46.0,Stonnington,-37.8568,145.0004,Southern Metropolitan,4380,15.333333333333334,1.0,11,43,3,Rd,0
Windsor,2,unit,450000.0,PI,hockingstuart,2016-08-13,5.1,3181,2,1,1,1057.0,126.0,Stonnington,-37.8552,145.0005,Southern Metropolitan,4380,25.2,-0.7869822485207101,8,46,5,St,1
Windsor,1,unit,300000.0,VB,Ray,2016-10-15,5.1,3181,1,1,1,0.0,126.0,Port Phillip,-37.8584,144.9994,Southern Metropolitan,4380,42.0,1.0,10,6,5,Rd,1
Windsor,2,unit,520000.0,PI,Biggin,2016-10-15,5.1,3181,2,1,1,0.0,126.0,Stonnington,-37.8573,144.9987,Southern Metropolitan,4380,25.2,1.0,10,46,5,Rd,1
Windsor,2,unit,650000.0,S,Thomson,2016-07-16,5.1,3181,2,2,1,0.0,126.0,Port Phillip,-37.8554,144.9982,Southern Metropolitan,4380,21.0,1.0,7,46,5,other,1
Windsor,1,unit,501000.0,PI,Noel,2016-07-16,5.1,3181,1,1,1,0.0,51.0,Port Phillip,-37.8571,144.9979,Southern Metropolitan,4380,17.0,1.0,7,11,5,other,1
Windsor,2,unit,380000.0,VB,hockingstuart,2016-07-16,5.1,3181,2,1,1,0.0,71.0,Port Phillip,-37.8555,145.0018,Southern Metropolitan,4380,14.2,1.0,7,46,5,Rd,1
Windsor,2,house,1177000.0,PI,Marshall,2017-03-18,5.1,3181,2,2,2,521.0,122.0,Stonnington,-37.8543,144.9939,Southern Metropolitan,4380,20.333333333333332,-0.6205287713841369,3,17,5,Pl,1
Windsor,4,house,1605000.0,S,Biggin,2017-03-18,5.1,3181,4,1,1,230.0,126.0,Stonnington,-37.8549,144.9948,Southern Metropolitan,4380,14.0,-0.29213483146067415,3,47,5,St,1
Windsor,2,unit,600000.0,S,Biggin,2016-06-18,5.1,3181,2,1,1,0.0,83.0,Port Phillip,-37.8559,144.999,Southern Metropolitan,4380,16.6,1.0,6,46,5,Rd,1
Windsor,2,house,1500000.0,S,Jellis,2016-11-19,5.1,3181,2,1,2,0.0,96.0,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380,19.2,1.0,11,88,5,St,1
Windsor,3,unit,830000.0,S,hockingstuart,2016-11-19,5.1,3181,3,2,2,0.0,112.0,Stonnington,-37.8526,144.9977,Southern Metropolitan,4380,14.0,1.0,11,16,5,St,1
Windsor,2,unit,1200000.0,SP,Jellis,2016-11-19,5.1,3181,2,2,1,0.0,111.0,Port Phillip,-37.8563,144.9916,Southern Metropolitan,4380,18.5,1.0,11,9,5,St,1
Windsor,1,unit,300000.0,VB,other,2016-11-19,5.1,3181,1,1,1,705.0,126.0,Stonnington,-37.8556,144.9977,Southern Metropolitan,4380,42.0,-0.6967509025270758,11,46,5,other,1
Windsor,1,unit,400000.0,VB,hockingstuart,2016-05-22,5.1,3181,1,1,1,706.0,126.0,Port Phillip,-37.8556,144.9977,Southern Metropolitan,4380,42.0,-0.6971153846153846,5,46,6,other,1
Windsor,2,unit,623000.0,S,other,2016-08-22,5.1,3181,2,1,1,0.0,126.0,Port Phillip,-37.8572,144.9974,Southern Metropolitan,4380,25.2,1.0,8,53,0,other,0
Windsor,2,unit,600000.0,SP,hockingstuart,2016-09-24,5.1,3181,2,1,1,1452.0,96.0,Stonnington,-37.8554,145.0018,Southern Metropolitan,4380,19.2,-0.875968992248062,9,46,5,Rd,1
Windsor,2,house,1325000.0,PI,Marshall,2017-02-25,5.1,3181,2,1,0,140.0,126.0,Port Phillip,-37.8547,144.9959,Southern Metropolitan,4380,25.2,-0.05263157894736842,2,47,5,St,1
Windsor,2,unit,518000.0,S,hockingstuart,2016-07-26,5.1,3181,2,1,1,0.0,126.0,Port Phillip,-37.8533,144.9881,Southern Metropolitan,4380,25.2,1.0,7,46,1,Rd,0
Windsor,3,house,2368000.0,S,Marshall,2016-06-27,5.1,3181,3,2,1,322.0,126.0,Stonnington,-37.8547,144.9995,Southern Metropolitan,4380,15.75,-0.4375,6,46,0,Rd,0
Windsor,2,house,1350000.0,S,Kay,2016-11-27,5.1,3181,2,1,2,181.0,126.0,Stonnington,-37.8549,145.0006,Southern Metropolitan,4380,25.2,-0.1791530944625407,11,46,6,St,1
Windsor,2,unit,650000.0,VB,McGrath,2016-05-28,5.1,3181,2,1,1,0.0,126.0,Port Phillip,-37.8574,145.0006,Southern Metropolitan,4380,25.2,1.0,5,2,5,Rd,1
Windsor,3,house,1200000.0,S,Biggin,2016-05-28,5.1,3181,3,1,1,116.0,126.0,Stonnington,-37.8533,144.9913,Southern Metropolitan,4380,18.0,0.04132231404958678,5,46,5,St,1
Windsor,3,house,1320000.0,S,Jellis,2016-05-28,5.1,3181,3,1,0,365.0,126.0,Port Phillip,-37.8554,145.0001,Southern Metropolitan,4380,18.0,-0.48676171079429736,5,46,5,St,1
Windsor,2,unit,580000.0,S,Biggin,2016-05-28,5.1,3181,2,1,1,0.0,126.0,Stonnington,-37.8565,145.0011,Southern Metropolitan,4380,25.2,1.0,5,46,5,Rd,1
Windsor,2,unit,555000.0,PI,Kay,2016-08-28,5.1,3181,2,1,1,0.0,126.0,Port Phillip,-37.8585,145.0004,Southern Metropolitan,4380,25.2,1.0,8,26,6,Rd,1
Windsor,2,unit,474000.0,S,other,2016-08-28,5.1,3181,2,1,1,0.0,66.0,Port Phillip,-37.8552,145.0005,Southern Metropolitan,4380,13.2,1.0,8,31,6,St,1
Windsor,2,house,1350000.0,S,Jellis,2016-08-28,5.1,3181,2,1,1,157.0,101.0,Port Phillip,-37.8522,144.986,Southern Metropolitan,4380,20.2,-0.21705426356589147,8,116,6,St,1
Windsor,3,house,1910000.0,S,Marshall,2016-08-28,5.1,3181,3,3,1,143.0,89.0,Stonnington,-37.8525,144.9881,Southern Metropolitan,4380,9.88888888888889,-0.23275862068965517,8,126,6,St,1
other,4,house,700000.0,S,Barry,2016-03-09,15.0,3085,4,1,1,530.0,126.0,Banyule,-37.7251,145.1053,Northern Metropolitan,1369,14.0,-0.6158536585365854,3,46,2,Dr,0
other,4,house,915000.0,S,Barry,2017-04-03,15.0,3085,4,3,1,531.0,237.0,Banyule,-37.7198,145.1034,Northern Metropolitan,1369,21.545454545454547,-0.3828125,4,27,0,Cl,0
other,3,house,810000.0,S,Buckingham,2016-10-12,15.0,3085,3,2,2,568.0,173.0,Banyule,-37.7216,145.1066,Northern Metropolitan,1369,21.625,-0.5330634278002699,10,41,2,Dr,0
other,3,house,753000.0,S,Barry,2017-11-02,15.0,3085,3,2,1,536.0,154.0,Banyule,-37.7233,145.1045,Northern Metropolitan,1369,19.25,-0.553623188405797,11,42,3,Rd,0
other,3,house,602500.0,S,Ray,2016-08-13,15.0,3085,3,2,2,586.0,140.0,Banyule,-37.7279,145.1017,Northern Metropolitan,1369,17.5,-0.6143250688705234,8,46,5,Rd,1
other,3,house,742000.0,S,Barry,2016-10-15,15.0,3085,3,1,1,614.0,117.0,Banyule,-37.7305,145.08100000000005,Northern Metropolitan,1369,16.714285714285715,-0.679890560875513,10,38,5,St,1
other,4,house,953000.0,S,Fletchers,2016-10-15,15.0,3085,4,2,2,551.0,150.0,Banyule,-37.7302,145.0883,Northern Metropolitan,1369,15.0,-0.572039942938659,10,19,5,Rd,1
