transaction_id;product_id;customer_id;transaction_date;online_order;order_status;brand;product_line;product_class;product_size;list_price;standard_cost
12295;24;3115;18.06.2017;False;Approved;Solex;Road;medium;large;1777,8;820,78
12296;95;910;22.01.2017;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
12297;3;2879;16.12.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12298;79;1168;18.01.2017;True;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
12299;96;2659;28.03.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
12300;80;3006;30.11.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
12301;37;516;15.08.2017;False;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
12302;63;1518;29.11.2017;;Approved;Solex;Standard;medium;medium;1483,2;99,59
12303;0;3407;17.08.2017;;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
12304;99;475;06.12.2017;True;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
12305;15;234;20.09.2017;False;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
12306;13;674;16.07.2017;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
12307;36;330;07.08.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
12308;65;2881;20.05.2017;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
12309;44;2937;31.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
12310;38;2548;02.11.2017;False;Approved;Solex;Standard;medium;medium;1577,53;826,51
12311;85;2661;22.12.2017;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
12312;21;2599;25.08.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
12313;89;2320;10.06.2017;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
12314;62;1752;25.08.2017;True;Approved;Solex;Standard;medium;medium;478,16;298,72
12315;10;2142;15.06.2017;True;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
12316;97;976;04.02.2017;False;Approved;Solex;Standard;medium;large;202,62;151,96
12317;82;698;15.10.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
12318;57;43;02.08.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
12319;88;2106;26.01.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12320;63;1033;07.04.2017;;Approved;Solex;Standard;medium;medium;1483,2;99,59
12321;98;179;13.01.2017;True;Approved;OHM Cycles;Standard;medium;medium;795,34;101,58
12322;55;607;12.03.2017;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
12323;0;1898;05.11.2017;True;Approved;;;;;1294,37;
12324;91;2210;04.08.2017;True;Approved;WeareA2B;Standard;low;medium;642,31;513,85
12325;15;2672;07.05.2017;False;Approved;Norco Bicycles;Standard;low;medium;958,74;748,90
12326;48;381;05.09.2017;False;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12327;100;1417;10.02.2017;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
12328;17;414;23.06.2017;False;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
12329;3;2108;24.02.2017;True;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12330;69;464;05.04.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
12331;69;1314;23.11.2017;;Cancelled;Giant Bicycles;Road;medium;medium;792,9;594,68
12332;50;2884;23.11.2017;False;Cancelled;WeareA2B;Standard;medium;small;175,89;131,92
12333;5;243;15.03.2017;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
12334;0;2266;13.04.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
12335;83;2788;16.11.2017;True;Approved;Solex;Touring;medium;large;2083,94;675,03
12336;98;2653;27.12.2017;True;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
12337;80;1117;09.03.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
12338;10;1168;01.11.2017;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
12339;56;1528;19.03.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
12340;43;1152;06.12.2017;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
12341;51;1890;16.11.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
12342;34;1570;12.02.2017;False;Approved;Norco Bicycles;Road;high;large;774,53;464,72
12343;74;538;23.05.2017;False;Cancelled;WeareA2B;Standard;medium;medium;1228,07;400,91
12344;0;72;11.07.2017;False;Approved;;;;;311,57;
12345;55;1459;23.09.2017;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
12346;4;424;09.07.2017;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
12347;0;172;08.08.2017;True;Approved;;;;;899,92;
12348;5;2412;28.03.2017;False;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
12349;83;3074;12.06.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
12350;2;3111;30.08.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
12351;0;2023;22.09.2017;False;Approved;Solex;Standard;medium;large;202,62;151,96
12352;85;1757;15.05.2017;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
12353;87;1688;20.05.2017;True;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
12354;35;2161;08.11.2017;True;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
12355;4;654;18.02.2017;False;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
12356;41;487;13.01.2017;True;Approved;Solex;Road;medium;medium;416,98;312,74
12357;67;3222;15.12.2017;True;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
12358;25;73;31.01.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
12359;2;2192;04.11.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
12360;92;932;23.01.2017;False;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
12361;31;1762;29.01.2017;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
12362;30;1929;09.07.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
12363;69;3093;26.02.2017;False;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
12364;23;2496;21.04.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
12365;52;2906;03.03.2017;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
12366;33;2934;30.10.2017;False;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12367;93;1820;08.10.2017;True;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
12368;78;299;26.07.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
12369;35;1316;27.07.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12370;84;3223;23.11.2017;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
12371;46;1494;08.10.2017;True;Approved;Solex;Standard;low;medium;1289,85;74,51
12372;28;2232;01.11.2017;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
12373;0;368;02.08.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
12374;95;971;23.01.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
12375;19;3116;10.03.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
12376;89;1539;26.10.2017;True;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
12377;37;2442;08.09.2017;True;Approved;OHM Cycles;Standard;low;medium;1793,43;248,82
12378;50;1365;21.01.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12379;57;3351;18.04.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
12380;54;1147;12.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
12381;51;198;26.08.2017;False;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
12382;9;217;17.06.2017;True;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
12383;57;1475;06.01.2017;False;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
12384;78;3130;07.07.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
12385;99;2824;30.08.2017;False;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
12386;23;1301;16.02.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
12387;64;3475;17.03.2017;False;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
12388;43;936;28.11.2017;True;Approved;Norco Bicycles;Standard;medium;medium;1555,58;818,01
12389;83;3411;30.11.2017;True;Approved;Solex;Touring;medium;large;2083,94;675,03
12390;67;1482;16.08.2017;True;Approved;Norco Bicycles;Road;medium;medium;544,05;376,84
12391;60;2885;08.04.2017;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
12392;53;76;21.03.2017;False;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
12393;61;2935;12.01.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
12394;0;1696;25.03.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
12395;29;850;30.05.2017;False;Approved;Norco Bicycles;Road;medium;medium;543,39;407,54
12396;0;1833;10.05.2017;False;Approved;Norco Bicycles;Standard;low;medium;363,01;290,41
12397;39;1180;01.11.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
12398;18;2610;09.09.2017;True;Approved;Solex;Standard;medium;medium;575,27;431,45
12399;100;1670;31.10.2017;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
12400;48;557;08.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12401;89;2080;02.02.2017;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
12402;50;642;14.01.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12403;4;2007;26.06.2017;;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
12404;20;1106;14.03.2017;True;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
12405;92;350;27.05.2017;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
12406;41;1802;23.06.2017;False;Approved;Solex;Road;medium;medium;416,98;312,74
12407;77;1003;29.06.2017;True;Approved;WeareA2B;Standard;medium;medium;1769,64;108,76
12408;30;3237;03.01.2017;False;Approved;Solex;Standard;high;medium;748,17;448,90
12409;33;115;15.12.2017;False;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12410;55;325;08.07.2017;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
12411;2;2638;10.08.2017;False;Approved;Solex;Standard;medium;medium;71,49;53,62
12412;3;244;19.01.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12413;52;634;13.06.2017;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
12414;3;1095;02.12.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12415;19;3447;26.06.2017;True;Approved;Trek Bicycles;Mountain;low;medium;574,64;459,71
12416;49;1613;05.06.2017;True;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
12417;85;745;19.12.2017;True;Approved;WeareA2B;Standard;medium;medium;752,64;205,36
12418;38;1808;06.04.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12419;69;50;03.04.2017;True;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
12420;88;1395;25.02.2017;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12421;100;2174;02.03.2017;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
12422;78;2552;01.01.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
12423;38;2569;15.07.2017;True;Approved;Solex;Standard;medium;medium;1577,53;826,51
12424;72;752;02.03.2017;True;Approved;OHM Cycles;Standard;medium;medium;912,52;141,40
12425;25;159;05.03.2017;True;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
12426;46;513;22.04.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
12427;33;2983;03.01.2017;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12428;48;1484;25.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12429;48;519;16.09.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12430;7;599;26.08.2017;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
12431;86;2564;13.11.2017;False;Approved;OHM Cycles;Standard;medium;medium;235,63;125,07
12432;0;1760;16.03.2017;True;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
12433;22;2611;30.07.2017;True;Approved;WeareA2B;Standard;medium;medium;60,34;45,26
12434;36;3499;25.04.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
12435;45;1611;21.03.2017;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
12436;29;2219;22.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
12437;17;718;20.09.2017;True;Approved;Solex;Standard;high;medium;1024,66;614,80
12438;100;1751;13.04.2017;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
12439;0;842;05.11.2017;True;Approved;OHM Cycles;Road;high;large;12,01;7,21
12440;97;211;17.01.2017;False;Approved;Solex;Standard;medium;large;202,62;151,96
12441;95;4;03.04.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
12442;32;116;02.07.2017;True;Approved;Giant Bicycles;Standard;medium;medium;642,7;211,37
12443;4;3253;25.12.2017;False;Approved;Solex;Standard;medium;medium;1483,2;99,59
12444;57;1182;20.10.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
12445;14;683;21.01.2017;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
12446;25;1769;24.11.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
12447;33;1891;27.06.2017;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12448;74;1613;19.09.2017;False;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
12449;61;70;10.12.2017;True;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
12450;36;1861;28.01.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
12451;11;2018;28.04.2017;True;Approved;Giant Bicycles;Standard;high;medium;1274,93;764,96
12452;45;805;20.07.2017;True;Approved;Solex;Standard;medium;medium;441,49;84,99
12453;12;151;30.12.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
12454;99;3300;15.12.2017;False;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
12455;65;1947;22.04.2017;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
12456;83;712;18.09.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
12457;0;1221;01.02.2017;False;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
12458;7;1602;20.05.2017;False;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
12459;69;1461;16.03.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
12460;60;3266;10.08.2017;False;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
12461;0;2968;06.02.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
12462;0;870;30.10.2017;False;Approved;;;;;162,87;
12463;36;1987;21.02.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
12464;72;1467;28.11.2017;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
12465;23;2165;26.10.2017;False;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
12466;96;2444;16.11.2017;False;Approved;Giant Bicycles;Standard;medium;large;1635,3;993,66
12467;36;1475;14.10.2017;;Approved;Solex;Standard;low;medium;945,04;507,58
12468;84;3251;26.06.2017;False;Approved;Giant Bicycles;Road;medium;medium;792,9;594,68
12469;28;256;16.10.2017;True;Approved;Solex;Road;medium;small;1703,52;1516,13
12470;51;2967;04.02.2017;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
12471;87;2492;21.11.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
12472;9;2088;07.04.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
12473;0;2422;22.06.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
12474;61;2910;12.05.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
12475;73;3173;15.11.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
12476;41;171;24.03.2017;True;Approved;Solex;Road;medium;medium;416,98;312,74
12477;61;700;27.04.2017;False;Approved;OHM Cycles;Standard;low;medium;71,16;56,93
12478;33;1683;24.05.2017;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12479;70;3329;12.12.2017;True;Approved;Norco Bicycles;Road;medium;medium;1036,59;206,35
12480;9;2519;09.07.2017;True;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
12481;48;2653;12.06.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12482;52;2193;08.10.2017;True;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
12483;45;308;01.12.2017;True;Approved;Trek Bicycles;Road;low;medium;980,37;234,43
12484;65;1435;15.05.2017;False;Approved;WeareA2B;Standard;medium;medium;1807,45;778,69
12485;85;2805;01.01.2017;True;Approved;WeareA2B;Standard;medium;medium;1228,07;400,91
12486;44;3194;25.08.2017;True;Cancelled;WeareA2B;Standard;medium;medium;1769,64;108,76
12487;32;1324;07.04.2017;False;Cancelled;Giant Bicycles;Standard;medium;medium;642,7;211,37
12488;31;1035;17.12.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
12489;50;1130;04.09.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12490;46;3403;01.02.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
12491;59;2081;06.03.2017;True;Approved;Solex;Standard;medium;large;1061,56;733,58
12492;1;2568;04.03.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12493;88;216;14.12.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12494;12;3295;31.03.2017;True;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
12495;45;1277;11.03.2017;False;Approved;Solex;Standard;medium;medium;441,49;84,99
12496;23;2742;26.09.2017;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
12497;83;941;29.06.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
12498;17;3267;03.10.2017;True;Approved;WeareA2B;Touring;medium;large;1362,99;57,74
12499;14;3286;19.08.2017;True;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
12500;25;2813;30.01.2017;False;Approved;Giant Bicycles;Road;medium;medium;1538,99;829,65
12501;95;343;08.04.2017;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
12502;20;1015;24.04.2017;False;Approved;Trek Bicycles;Standard;medium;small;1775,81;1580,47
12503;21;2791;23.11.2017;;Approved;Solex;Standard;medium;large;1071,23;380,74
12504;43;1030;30.05.2017;False;Approved;Solex;Standard;medium;medium;1151,96;649,49
12505;12;1777;22.08.2017;False;Approved;WeareA2B;Standard;medium;medium;1231,15;161,60
12506;93;87;07.04.2017;False;Approved;WeareA2B;Standard;medium;medium;1065,03;230,09
12507;47;1819;15.01.2017;False;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
12508;48;2528;15.10.2017;True;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12509;38;196;31.03.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12510;52;2195;25.06.2017;False;Approved;OHM Cycles;Road;medium;medium;1280,28;829,51
12511;81;583;12.10.2017;True;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
12512;57;1452;21.07.2017;True;Approved;WeareA2B;Touring;medium;large;1890,39;260,14
12513;42;2992;25.02.2017;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
12514;31;908;02.10.2017;True;Approved;Giant Bicycles;Standard;medium;medium;230,91;173,18
12515;80;1059;04.08.2017;True;Approved;Trek Bicycles;Standard;medium;large;1469,44;596,55
12516;49;2962;14.10.2017;False;Approved;Trek Bicycles;Road;medium;medium;533,51;400,13
12517;0;2306;24.12.2017;True;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
12518;0;2281;27.04.2017;True;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
12519;6;565;17.09.2017;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
12520;97;3346;07.05.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
12521;30;2508;08.06.2017;True;Approved;Solex;Standard;high;medium;748,17;448,90
12522;6;741;04.08.2017;False;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
12523;80;2513;04.03.2017;False;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
12524;47;1960;22.10.2017;True;Approved;Trek Bicycles;Road;low;small;1720,7;1531,42
12525;10;2095;25.02.2017;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
12526;23;266;28.11.2017;True;Approved;Norco Bicycles;Mountain;low;small;688,63;612,88
12527;78;1317;09.05.2017;False;Approved;Giant Bicycles;Standard;medium;large;1765,3;709,48
12528;8;1143;05.01.2017;False;Approved;Solex;Road;medium;small;1703,52;1516,13
12529;28;2152;25.10.2017;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
12530;75;1736;04.06.2017;True;Approved;Giant Bicycles;Touring;medium;large;1873,97;863,95
12531;50;2484;03.12.2017;True;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12532;54;960;18.02.2017;True;Approved;WeareA2B;Standard;medium;medium;1292,84;13,44
12533;81;926;16.07.2017;False;Approved;Norco Bicycles;Standard;medium;small;586,45;521,94
12534;21;369;02.03.2017;True;Approved;Solex;Standard;medium;large;1071,23;380,74
12535;0;2972;03.09.2017;False;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
12536;2;2693;04.11.2017;False;Approved;Giant Bicycles;Road;low;small;590,26;525,33
12537;50;85;09.01.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12538;14;3224;08.01.2017;False;Approved;Trek Bicycles;Standard;medium;small;1386,84;1234,29
12539;35;428;09.11.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12540;51;140;30.04.2017;True;Approved;OHM Cycles;Standard;high;medium;2005,66;1203,40
12541;74;1708;11.01.2017;False;Approved;WeareA2B;Standard;medium;medium;1762,96;950,52
12542;99;1402;23.06.2017;True;Approved;OHM Cycles;Standard;medium;medium;1227,34;770,89
12543;91;2652;10.11.2017;False;Approved;Solex;Standard;medium;medium;100,35;75,26
12544;36;3062;01.01.2017;False;Approved;Solex;Standard;low;medium;945,04;507,58
12545;88;2728;01.05.2017;True;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12546;95;1077;13.05.2017;False;Approved;Giant Bicycles;Standard;medium;large;569,56;528,43
12547;42;805;03.04.2017;True;Approved;OHM Cycles;Road;medium;small;1810;1610,90
12548;63;2637;13.01.2017;True;Approved;Solex;Standard;medium;medium;1483,2;99,59
12549;66;2728;22.07.2017;False;Approved;Solex;Standard;medium;medium;1163,89;589,27
12550;35;2247;26.06.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12551;52;2045;23.06.2017;True;Cancelled;Solex;Road;medium;large;1777,8;820,78
12552;0;2868;05.12.2017;True;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
12553;88;3044;26.12.2017;False;Approved;Norco Bicycles;Standard;medium;medium;1198,46;381,10
12554;46;1634;17.06.2017;False;Approved;Solex;Standard;low;medium;1289,85;74,51
12555;72;3150;04.10.2017;False;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
12556;73;2194;13.02.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
12557;0;443;31.05.2017;False;Approved;WeareA2B;Standard;medium;small;175,89;131,92
12558;2;1764;28.12.2017;True;Approved;Solex;Standard;medium;medium;71,49;53,62
12559;89;281;04.02.2017;False;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
12560;55;211;11.07.2017;False;Approved;Trek Bicycles;Road;medium;large;1894,19;598,76
12561;73;2823;29.07.2017;False;Approved;Solex;Standard;medium;medium;1945,43;333,18
12562;71;2996;10.10.2017;True;Approved;Solex;Standard;high;large;1842,92;1105,75
12563;83;3269;25.11.2017;False;Approved;Solex;Touring;medium;large;2083,94;675,03
12564;70;359;04.12.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
12565;60;1500;17.11.2017;True;Approved;Giant Bicycles;Standard;high;small;1977,36;1759,85
12566;69;2943;06.07.2017;True;Approved;Norco Bicycles;Road;medium;large;1240,31;795,10
12567;1;1832;13.09.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12568;84;2804;28.01.2017;False;Approved;Trek Bicycles;Road;medium;medium;290,62;215,14
12569;80;760;20.04.2017;True;Approved;OHM Cycles;Touring;low;medium;1073,07;933,84
12570;98;1935;19.02.2017;False;Approved;Trek Bicycles;Standard;high;medium;358,39;215,03
12571;27;2910;13.02.2017;False;Approved;Trek Bicycles;Standard;medium;medium;499,53;388,72
12572;70;3486;21.12.2017;True;Approved;Trek Bicycles;Standard;high;medium;495,72;297,43
12573;10;2793;14.02.2017;False;Approved;WeareA2B;Touring;medium;medium;1466,68;363,25
12574;16;1811;21.05.2017;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12575;27;2045;19.02.2017;False;Approved;Trek Bicycles;Standard;low;medium;1057,51;154,40
12576;28;293;08.02.2017;False;Approved;Norco Bicycles;Standard;medium;small;1216,14;1082,36
12577;68;2644;31.10.2017;False;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
12578;71;2542;18.08.2017;False;Approved;Solex;Standard;high;large;1842,92;1105,75
12579;1;323;19.09.2017;False;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12580;26;425;17.06.2017;True;Approved;WeareA2B;Standard;medium;medium;1992,93;762,63
12581;82;1210;05.09.2017;True;Approved;Norco Bicycles;Standard;high;medium;1148,64;689,18
12582;92;1927;01.10.2017;True;Approved;WeareA2B;Standard;medium;small;1415,01;1259,36
12583;39;2201;11.08.2017;True;Approved;Giant Bicycles;Standard;medium;large;1812,75;582,48
12584;34;619;24.01.2017;True;Approved;Norco Bicycles;Road;high;large;774,53;464,72
12585;59;828;30.08.2017;False;Approved;Solex;Standard;medium;large;1061,56;733,58
12586;6;696;20.03.2017;True;Approved;OHM Cycles;Standard;high;medium;227,88;136,73
12587;5;2952;03.12.2017;True;Approved;Giant Bicycles;Standard;high;medium;1129,13;677,48
12588;88;3320;31.03.2017;False;Approved;Norco Bicycles;Standard;high;small;1661,92;1479,11
12589;35;1406;02.12.2017;True;Approved;Giant Bicycles;Standard;medium;medium;1403,5;954,82
12590;68;1303;21.10.2017;True;Approved;OHM Cycles;Standard;medium;medium;1636,9;44,71
12591;18;483;20.03.2017;False;Approved;Solex;Standard;medium;medium;575,27;431,45
12592;32;2522;22.07.2017;;Approved;Giant Bicycles;Standard;high;medium;1179;707,40
12593;72;1227;17.04.2017;True;Approved;Norco Bicycles;Standard;medium;medium;360,4;270,30
12594;46;1253;26.12.2017;True;Approved;Solex;Standard;low;medium;1289,85;74,51
12595;3;2484;04.09.2017;False;Approved;Trek Bicycles;Standard;medium;large;2091,47;388,92
12596;33;1134;27.12.2017;True;Approved;Giant Bicycles;Standard;medium;small;1311,44;1167,18
12597;97;2210;19.03.2017;False;Approved;OHM Cycles;Road;medium;medium;742,54;667,40
